# Correcciones semánticas verificadas, no fallback entre países.
/calculadora-indemnizacion-despido-improcedente-espana-33-dias	/es/trabajo/perder-el-trabajo	301
/calculadora-indemnizacion-despido-objetivo-espana-20-dias	/es/trabajo/perder-el-trabajo	301
/py/cuanto-es-en-guaranies-real-brasileno	/py/finanzas/guaranies	301
/ganancias-cuarta-categoria	/impuestos/ganancias-cuarta-categoria	301
/do/impuestos/index	/do/impuestos	301
/en/money/index	/en/money	301
/pt-pt/impostos/index	/pt-pt/impostos	301
/py/impuestos/index	/py/impuestos	301
/uy/impuestos/index	/uy/impuestos	301
/ve/impuestos/index	/ve/impuestos	301
/blog/finde-asado-24-agosto-2026	/blog/finde-asado-22-julio-2026	301
/blog/finde-escapada-auto-31-agosto-2026	/blog/finde-escapada-auto-27-julio-2026	301
